8 , 15.82 , 16.0 , 12 , 26
8 , 15.52 , 16.0 , 12 , 24
8 , 15.36 , 16.0 , 12 , 22
8 , 15.24 , 16.0 , 12 , 22
8 , 15.1 , 15.0 , 12 , 22
8 , 14.96 , 14.0 , 12 , 22
8 , 14.88 , 14.0 , 12 , 20
8 , 14.82 , 14.0 , 12 , 20
8 , 14.72 , 14.0 , 12 , 20
8 , 14.68 , 14.0 , 12 , 20
8 , 14.6 , 14.0 , 18 , 20
8 , 14.58 , 14.0 , 18 , 20
8 , 14.52 , 14.0 , 18 , 20
8 , 14.42 , 14.0 , 18 , 18
8 , 14.34 , 14.0 , 18 , 18
8 , 14.26 , 14.0 , 12 , 18
8 , 14.2 , 14.0 , 12 , 18
8 , 14.12 , 14.0 , 12 , 18
6 , 14.0 , 14.0 , 12 , 18
6 , 13.88 , 14.0 , 12 , 18
6 , 13.68 , 14.0 , 12 , 18
6 , 13.56 , 14.0 , 12 , 18
6 , 13.52 , 14.0 , 14 , 18
6 , 13.4 , 14.0 , 14 , 18
6 , 13.34 , 14.0 , 12 , 18
6 , 13.32 , 14.0 , 12 , 18
6 , 13.2 , 14.0 , 14 , 18
6 , 13.0 , 14.0 , 14 , 18
6 , 12.86 , 14.0 , 12 , 18
6 , 12.78 , 13.0 , 12 , 16
6 , 12.74 , 13.0 , 14 , 16
6 , 12.7 , 12.0 , 14 , 16
6 , 12.68 , 12.0 , 14 , 16
6 , 12.64 , 12.0 , 14 , 16
6 , 12.56 , 12.0 , 14 , 16
6 , 12.52 , 12.0 , 12 , 16
6 , 12.52 , 12.0 , 12 , 16
6 , 12.46 , 12.0 , 12 , 16
6 , 12.38 , 12.0 , 12 , 16
6 , 12.3 , 12.0 , 12 , 16
6 , 12.18 , 12.0 , 12 , 16
6 , 12.14 , 12.0 , 12 , 16
6 , 12.0 , 12.0 , 12 , 16
6 , 11.96 , 12.0 , 12 , 16
6 , 11.86 , 12.0 , 12 , 16
6 , 11.78 , 12.0 , 12 , 16
6 , 11.68 , 12.0 , 12 , 14
6 , 11.64 , 12.0 , 12 , 14
4 , 11.54 , 12.0 , 12 , 14
4 , 11.54 , 12.0 , 12 , 14
4 , 11.52 , 12.0 , 12 , 14
4 , 11.5 , 12.0 , 12 , 14
4 , 11.48 , 12.0 , 12 , 14
4 , 11.46 , 12.0 , 12 , 14
4 , 11.4 , 12.0 , 12 , 14
4 , 11.36 , 12.0 , 12 , 14
4 , 11.32 , 12.0 , 12 , 14
4 , 11.26 , 12.0 , 12 , 14
4 , 11.2 , 12.0 , 12 , 14
4 , 11.16 , 12.0 , 12 , 14
4 , 11.06 , 12.0 , 12 , 14
4 , 11.06 , 12.0 , 12 , 14
4 , 11.06 , 12.0 , 12 , 14
4 , 11.02 , 12.0 , 12 , 14
4 , 10.96 , 12.0 , 12 , 14
4 , 10.86 , 12.0 , 12 , 14
4 , 10.86 , 12.0 , 12 , 14
4 , 10.76 , 12.0 , 12 , 14
4 , 10.7 , 12.0 , 12 , 14
4 , 10.68 , 12.0 , 12 , 14
4 , 10.64 , 12.0 , 12 , 14
4 , 10.6 , 11.0 , 12 , 14
4 , 10.58 , 11.0 , 12 , 14
4 , 10.56 , 11.0 , 12 , 14
4 , 10.48 , 10.0 , 12 , 14
4 , 10.48 , 10.0 , 12 , 14
4 , 10.36 , 10.0 , 12 , 14
4 , 10.3 , 10.0 , 12 , 12
4 , 10.28 , 10.0 , 12 , 12
4 , 10.28 , 10.0 , 12 , 12
4 , 10.26 , 10.0 , 12 , 12
4 , 10.24 , 10.0 , 12 , 12
4 , 10.24 , 10.0 , 12 , 12
4 , 10.2 , 10.0 , 12 , 12
4 , 10.2 , 10.0 , 12 , 12
4 , 10.18 , 10.0 , 12 , 12
4 , 10.16 , 10.0 , 10 , 12
4 , 10.16 , 10.0 , 10 , 12
4 , 10.16 , 10.0 , 10 , 12
4 , 10.16 , 10.0 , 10 , 12
4 , 10.16 , 10.0 , 10 , 12
4 , 10.16 , 10.0 , 10 , 12
4 , 10.12 , 10.0 , 10 , 12
4 , 10.1 , 10.0 , 10 , 12
4 , 10.08 , 10.0 , 10 , 12
4 , 10.04 , 10.0 , 10 , 12
4 , 10.04 , 10.0 , 10 , 12
4 , 10.04 , 10.0 , 10 , 12
4 , 10.04 , 10.0 , 10 , 12
4 , 10.04 , 10.0 , 10 , 12
4 , 10.0 , 10.0 , 10 , 12
4 , 9.96 , 10.0 , 10 , 12
4 , 9.96 , 10.0 , 10 , 12
4 , 9.88 , 10.0 , 10 , 12
4 , 9.88 , 10.0 , 10 , 12
4 , 9.88 , 10.0 , 10 , 12
4 , 9.88 , 10.0 , 10 , 12
4 , 9.84 , 10.0 , 10 , 12
4 , 9.72 , 10.0 , 10 , 12
4 , 9.7 , 10.0 , 10 , 12
4 , 9.7 , 10.0 , 10 , 12
4 , 9.68 , 10.0 , 10 , 12
4 , 9.64 , 10.0 , 10 , 12
4 , 9.64 , 10.0 , 10 , 12
4 , 9.54 , 10.0 , 10 , 12
4 , 9.46 , 10.0 , 10 , 12
4 , 9.42 , 10.0 , 10 , 12
4 , 9.4 , 10.0 , 10 , 12
4 , 9.38 , 10.0 , 10 , 12
4 , 9.3 , 10.0 , 10 , 12
4 , 9.28 , 10.0 , 10 , 12
4 , 9.22 , 10.0 , 10 , 12
4 , 9.22 , 10.0 , 10 , 12
4 , 9.2 , 10.0 , 10 , 12
4 , 9.2 , 10.0 , 10 , 12
4 , 9.2 , 10.0 , 10 , 12
4 , 9.18 , 10.0 , 10 , 12
4 , 9.08 , 10.0 , 10 , 12
4 , 9.08 , 10.0 , 10 , 12
4 , 9.04 , 10.0 , 10 , 12
4 , 9.02 , 10.0 , 10 , 12
4 , 9.02 , 10.0 , 10 , 12
4 , 8.96 , 10.0 , 10 , 12
